collection,title,scielo_issn,publisher_name,current_status,subject_areas,mission
per,Apuntes de Bioética,2663-4910,['Universidad Católica Santo Toribio de Mogrovejo'],current,Applied Social Sciences,"{'es': 'Ser un medio crítico y plural, desde donde se reflexione, discuta y difunda los resultados de investigaciones multidisciplinarias focalizadas en bioética.', 'pt': 'Ser um meio crítico e plural, a partir do qual se reflitam, discutam e divulguem os resultados de pesquisas multidisciplinares voltadas à bioética.', 'en': 'To be a critical and plural media, where the results of multidisciplinary research focused on bioethics are reflected, discussed and spread.'}"
per,Ingeniería Industrial,2523-6326,['Universidad de Lima (Fondo de Desarrollo Editorial)'],current,Engineering,"{'es': 'Su misión es divulgar la investigación en diferentes áreas de la carrera de Ingeniería Industrial por medio del intercambio de información científica y tecnológica, de manera que el acceso sea libre y gratuito para el público que está involucrado en la disciplina.', 'pt': 'Sua missão é divulgar pesquisas em várias áreas da Engenharia Industrial através do intercâmbio de informações científicas e tecnológicas, garantindo que o acesso seja gratuito e aberto ao público envolvido na disciplina.', 'en': 'Its mission is to disseminate research in various fields of Industrial Engineering through the exchange of scientific and technological information, ensuring that access is free and open to the public involved in the discipline.'}"
per,Semestre Económico (Puno),2523-0840,"['Universidad Nacional del Altiplano, Puno-Perú']",current,Applied Social Sciences,"{'es': 'Contribuir en la publicación de los resultados de investigación de docentes e investigadores de universidades e instituciones a nivel nacional e internacional sobre temas de ciencias económicas, con énfasis en temas como políticas públicas, econometría, bioeconomía', 'pt': 'Contribuir para a publicação de resultados de pesquisas de professores e pesquisadores de universidades e instituições nacionais e internacionais sobre temas de economia, com ênfase em políticas públicas, econometria e bioeconomia.', 'en': 'Contribute to the publication of research results from professors and researchers at national and international universities and institutions on topics in economics, with an emphasis on public policy, econometrics, and bioeconomics.'}"
per,Allpanchis,2708-8960,['Universidad Católica San Pablo'],current,Human Sciences,"{'es': 'Desde su aparición en 1969, Allpanchis es una publicación científica periódica, cuyo objetivo es la difusión de artículos originales e inéditos del amplio campo de las ciencias sociales, con especial interés en el mundo andino. Fomenta un enfoque multidisciplinario, acogiendo el trabajo de académicas y académicos dedicados a las ciencias sociales (Arqueología, Historia, Antropología, Historia del Arte, Lingüística, etc.), cuyas investigaciones versan sobre la temática andina en sentido amplio (desde la perspectiva geográfica, histórica, antropológica, étnica, etc.).', 'pt': 'Desde o seu surgimento em 1969, Allpanchis é uma publicação científica periódica, cujo objetivo é a divulgação de artigos originais e inéditos do amplo campo das ciências sociais, com especial interesse no mundo andino. Promove uma abordagem multidisciplinar, acolhendo o trabalho de acadêmicos dedicados às ciências sociais (Arqueologia, História, Antropologia, História da Arte, Lingüística, etc.), cujas pesquisas tratam de temas andinos em sentido amplo (do ponto de vista geográfico, histórico, antropológico, étnico, etc.).', 'en': 'Since its appearance in 1969, Allpanchis is a periodic scientific publication, whose objective is the dissemination of original and unpublished articles from the broad field of social sciences, with a special interest in the Andean world. It fosters a multidisciplinary approach, welcoming the work of academics dedicated to the social sciences (Archeology, History, Anthropology, Art History, Linguistics, etc.), whose research deals with the Andean theme in a broad sense (from the geographic perspective, historical, anthropological, ethnic, etc.).'}"
per,Devenir,2616-4949,"['Fondo Editorial - Instituto de investigación de la Facultad de Arquitectura, Urbanismo y Artes de la Universidad Nacional de Ingeniería']",current,Applied Social Sciences,"{'es': 'DEVENIR es una revista de acceso abierto que se publica semestralmente, dirigida a presentar a la comunidad académica y científica, con la publicación de artículos originales y de alta calidad en relación al patrimonio cultural edificado, son resultado de un proceso de investigación.', 'pt': 'DEVENIR es una revista de acceso abierto que se publica semestralmente, dirigida a presentar a la comunidad académica y científica, con la publicación de artículos originales y de alta calidad en relación al patrimonio cultural edificado, son resultado de un proceso de investigación.', 'en': 'DEVENIR is an open access journal published every six months, aimed at presenting to the academic and scientific community, with the publication of original and high quality articles related to the built cultural heritage, are the result of a research process.'}"
per,Correspondencias & análisis,2304-2265,"['Instituto de Investigación FCCTP, Universidad de San Martín de Porres']",current,Applied Social Sciences,"{'es': 'La misión de la revista es convertirse en una fuente de investigación académica en comunicación social a nivel nacional e internacional, que contribuya en la generación de fuentes propias y próximas de la situación del Perú, así como de la realidad global.', 'pt': 'A missão da revista é tornar-se uma fonte de investigação académica em comunicação social a nível nacional e internacional, o que contribui para a geração de fontes próprias e próximas sobre a situação no Peru, bem como sobre a realidade global.', 'en': ""The journal's mission is to become a source of academic research in social communication at a national and international level, contributing to the generation of its own and nearby sources on the situation in Peru, as well as on the global reality.""}"
per,Revista de Investigaciones Altoandinas,2313-2957,['Universidad Nacional del Altiplano'],current,"Agricultural Sciences, Biological Sciences","{'es': 'Divulgar resultados y avances de investigaciones científicas realizadas en las diversas disciplinas del saber, con énfasis en ""Ciencias agropecuarias, biológicas y ambientales"" dentro de sus secciones establecidas de manera individual, multi-inter-disciplinario, sea de la Región, del país o del resto del mundo, fruto de la creación, la investigación, la crítica y debate intelectual.', 'pt': 'Divulgar resultados e avanços de pesquisas científicas nas diferentes disciplinas do saber, com ênfase em ""ciências agropecuárias, biológicas e ambientais"" dentro de seções definidas de forma individual, multi/interdisciplinar, realizadas a nível da região, do país ou do exterior, como produto da criatividade, da pesquisa, da crítica e do debate intelectual.', 'en': 'Disseminate results and advances in scientific research carried out in the various disciplines of knowledge, with emphasis on ""Agricultural, biological and environmental sciences"" within its individual, multi-disciplinary sections, whether in the Region, the country or the rest of the world, as a result of creation, research, criticism and intellectual debate.'}"
per,Revista Peruana de Medicina Experimental y Salud Pública,1726-4634,['Instituto Nacional de Salud'],current,Health Sciences,"{'es': 'Difundir la producción científica vinculada con la salud, propicia el intercambio con entidades similares en el país y en el extranjero con el fin de promover el avance y la aplicación de la investigación y la experiencia científica en salud', 'pt': 'Divulgar a produção científica se vinculada com a Saúde, propiciar o intercâmbio com entidades similares no país e no estrangeiro a fim de promover o avanço e a aplicação da pesquisa e a experiência científica em Saúde.', 'en': 'Disseminate the scientific production related with health, facilitates the exchange with similar entities in the country and abroad for the purpose of promoting advances and the application of research and scientific experience in health'}"
per,South Sustainability,2708-7077,['Universidad Científica del Sur'],current,"Applied Social Sciences, Biological Sciences","{'es': 'La revista South Sustainability tiene como misión promover el avance del conocimiento científico y tecnológico en sostenibilidad mediante la publicación de investigaciones multidisciplinarias de alta calidad, revisadas por pares y de acceso abierto. Busca ser un espacio inclusivo para investigadores, profesionales y estudiantes, fomentando el diálogo académico y la innovación en temas ambientales, sociales y económicos, tanto a nivel regional como internacional. Su compromiso es contribuir al desarrollo sostenible desde el sur global, facilitando la difusión libre y gratuita de saberes que impulsen soluciones responsables y transformadoras.', 'pt': 'A revista South Sustainability tem como missão promover o avanço do conhecimento científico e tecnológico em sustentabilidade por meio da publicação de pesquisas multidisciplinares de alta qualidade, revisadas por pares e de acesso aberto. Busca ser um espaço inclusivo para pesquisadores, profissionais e estudantes, fomentando o diálogo acadêmico e a inovação em temas ambientais, sociais e econômicos, tanto em nível regional quanto internacional. Seu compromisso é contribuir para o desenvolvimento sustentável a partir do sul global, facilitando a difusão livre e gratuita de saberes que impulsionem soluções responsáveis e transformadoras.', 'en': 'South Sustainability aims to promote scientific and technological knowledge in sustainability through the publication of high-quality, peer-reviewed, open-access multidisciplinary research. The journal seeks to be an inclusive platform for researchers, professionals, and students, fostering academic dialogue and innovation on environmental, social, and economic issues at both regional and international levels. Its commitment is to contribute to sustainable development from the Global South by facilitating the free and open dissemination of knowledge that drives responsible and transformative solutions.'}"
per,Revista de Ciencias de la Gestión,2518-0495,['Pontificia Universidad Católica del Perú'],current,Applied Social Sciences,"{'es': 'La misión de 360: Revista de Ciencias de la Gestión es constituirse en un espacio académico de intercambio científico que fomente la difusión y discusión de investigaciones inéditas y de calidad en el campo de la gestión empresarial, pública y social. A través de la publicación de aportes teóricos, metodológicos y prácticos en áreas como innovación, sostenibilidad, marketing, finanzas, operaciones, logística y recursos humanos, la revista busca contribuir al avance del conocimiento y destacar el aporte académico de la comunidad de las Ciencias de la Gestión.', 'pt': 'A missão da 360: Revista de Ciências da Gestão é constituir-se em um espaço acadêmico de intercâmbio científico que promova a difusão e a discussão de pesquisas inéditas e de qualidade no campo da gestão empresarial, pública e social. Por meio da publicação de contribuições teóricas, metodológicas e práticas em áreas como inovação, sustentabilidade, marketing, finanças, operações, logística e recursos humanos, a revista busca contribuir para o avanço do conhecimento e destacar a contribuição acadêmica da comunidade das Ciências da Gestão.', 'en': 'The mission of 360: Journal of Management Sciences is to establish itself as an academic space for scientific exchange that promotes the dissemination and discussion of original, high-quality research in the field of business, public, and social management. Through the publication of theoretical, methodological, and practical contributions in areas such as innovation, sustainability, marketing, finance, operations, logistics, and human resources, the journal seeks to contribute to the advancement of knowledge and highlight the academic contributions of the Management Sciences community.'}"
per,Debates en Sociología,2304-4284,['Pontificia Universidad Católica del Perú'],current,"Applied Social Sciences, Human Sciences","{'es': 'La revista Debates en Sociología busca estimular conversaciones y reflexiones sobre las problemáticas y retos de las sociedades latinoamericanas. Enraizada en la sociología y sus disciplinas hermanas, como la antropología y la geografía humana, Debates en Sociología abre espacios de intercambios académicos acerca de las distintas conceptualizaciones de lo social y su relación con el estado, lo político, el medio ambiente, y el desarrollo en espacios rurales y urbanos.', 'pt': 'Debates en Sociología visa estimular conversas e reflexões sobre as problemáticas e desafios enfrentados pelas sociedades latino-americanas. Enraizado na sociologia e em disciplinas irmãs, como a antropologia e a geografia humana, Debates en Sociología abre espaços para o intercâmbio acadêmico sobre as diferentes conceituações sobre o social e sua relação com o Estado, a política, o meio ambiente e o desenvolvimento nas esferas rurais e urbanas.', 'en': 'Debates en Sociología aims to stimulate conversations and reflections on the problematics and challenges faced by Latin American societies. Engrained in sociology and sister disciplines, such as anthropology and human geography, Debates en Sociología opens spaces for academic exchange regarding the different conceptualizations on the social and its relationship with state, politics, environment, and development in rural and urban spheres.'}"
per,Anales de la Facultad de Medicina,1025-5583,['Universidad Nacional Mayor de San Marcos. Facultad de Medicina'],current,Health Sciences,"{'es': 'Difundir los asuntos de educación, investigación y temas relacionados a la práctica médica, a la enseñanza universitaria y al mejoramiento de la salud', 'pt': 'É uma publicação oficial da faculdade de medicina humanos da Universidad Nacional Mayor de San Marcos, destinados a difusão da educação, investigação e tópicos relacionados à medicina, Universidade de educação e a melhoria das questões de saúde pública.', 'en': 'Anales is the Faculty of Human Medicine, Universidad Nacional Mayor de San Marcos, official publication aimed to diffusion of education, research and matters related to medical practice, university teaching and Public Health improvement.'}"
per,Revista Médica Herediana,1018-130X,"['Universidad Peruana Cayetano Heredia. Facultad de Medicina ""Alberto Hurtado""']",current,Health Sciences,"{'es': 'La Revista Médica Herediana es una publicación científica periódica, dedicada a la difusión de resultados de investigaciones biomédicas y de Salud Pública; además, publica revisiones de temas, casos clínicos y otros contribuyendo con la educación continua de los profesionales de las ciencias de la salud.', 'pt': 'A Revista Médica Herediana é uma publicação científica periódica, dedicada à difusão de resultados de pesquisas Biomédicas e de Saúde Pública; além disso, publica revisões de temas, casos clínicos e outros contribuindo com a educação contínua dos profissionais das ciências da saúde.', 'en': 'The Herediana Medical Journal is a periodic scientific publication, devoted to the dissemination of Biomedical and Public Health research results; furthermore, it publishes revisions of topics, clinical cases and others contributing to the continuing education of professionals of the health sciences.'}"
per,Horizonte Médico (Lima),1727-558X,['Universidad de San Martín de Porres. Facultad de Medicina Humana'],current,Health Sciences,"{'es': 'La Revista Horizonte Médico tiene como finalidad difundir los trabajos y experiencias desarrolladas en el área biomédica y de salud pública realizados a nivel nacional e internacional y promueve la investigación en los diferentes campos de la medicina humana.', 'pt': 'A revista Horizonte Medico tem como finalidade a difusao das pesquisas  desenvolvidas na área Biomedica e da Saude Publica feitos a nivel nacional e internacional e promover a investgacao nos diferentes áreas da medicina humana.', 'en': 'The journal Horizonte Médico aims to convey the projects and experiences developed in the biomedical area and public health done at national and international level. This journal promotes as well the investigation on the different fields of human medicine.'}"
per,Revista Peruana de Ginecología y Obstetricia,2304-5132,['Sociedad Peruana de Obstetricia y Ginecología'],current,Health Sciences,"{'es': 'La Revista Peruana de Ginecología y Obstetricia es el órgano oficial de la Sociedad Peruana de Obstetricia y Ginecología http://www.spog.org.pe/. Tiene por finalidad difundir el conocimiento de la especialidad de ginecoobstetricia y de reproducción humana entre sus asociados, profesionales interesados y profesionales de especialidades afines.', 'pt': 'La Revista Peruana de Ginecología y Obstetricia es el órgano oficial de la Sociedad Peruana de Obstetricia y Ginecología http://www.spog.org.pe/. Tiene por finalidad difundir el conocimiento de la especialidad de ginecoobstetricia y de reproducción humana entre sus asociados, profesionales interesados y profesionales de especialidades afines.', 'en': 'La Revista Peruana de Ginecología y Obstetricia es el órgano oficial de la Sociedad Peruana de Obstetricia y Ginecología http://www.spog.org.pe/. Tiene por finalidad difundir el conocimiento de la especialidad de ginecoobstetricia y de reproducción humana entre sus asociados, profesionales interesados y profesionales de especialidades afines.'}"
per,Liberabit,1729-4827,"['Universidad de San Martín de Porres. Facultad de Ciencias de la Comunicación, Turismo y Psicología']",current,Human Sciences,"{'es': 'Publicar trabajos de investigación, ensayos, artículos de debate y temas de actualización de conocimiento referidos al campo profesional de la psicología.', 'pt': 'Publicar trabajos de investigación, ensayos, artículos de debate y temas de actualización de conocimiento referidos al campo profesional de la psicología.', 'en': 'Publicar trabajos de investigación, ensayos, artículos de debate y temas de actualización de conocimiento referidos al campo profesional de la psicología.'}"
per,Turismo y Patrimonio,2313-853X,['Universidad de San Martín de Porres'],current,Applied Social Sciences,"{'es': 'Difundir el conocimiento y los resultados de las investigaciones científicas vinculadas al turismo entre la sociedad y comunidad científica y académica nacional e internacional, siguiendo estándares de calidad internacional que garanticen la pertinencia, oportunidad y relevancia de lo publicado.', 'pt': 'Disseminar o conhecimento e os resultados da pesquisa científica relacionada ao turismo entre a comunidade científica e acadêmica nacional e internacional, seguindo padrões internacionais de qualidade que garantam a relevância, atualidade e pertinência do material publicado.', 'en': 'Disseminate knowledge and the results of scientific research linked to tourism among the national and international society and scientific and academic community, following international quality standards that guarantee the relevance, timeliness and relevance of what is published.'}"
per,Letras (Lima),2071-5072,['Universidad Nacional Mayor de San Marcos. Facultad de Letras y Ciencias Humanas'],current,"Human Sciences, Linguistics, Letters and Arts","{'es': 'Publicar de artículos de investigación, revisión bibliográfica y artículos de opinión vinculados a los estudios humanísticos en el ámbito peruano y latinoamericano.', 'pt': 'Publicar de artículos de investigación, revisión bibliográfica y artículos de opinión vinculados a los estudios humanísticos en el ámbito peruano y latinoamericano.', 'en': 'Publicar de artículos de investigación, revisión bibliográfica y artículos de opinión vinculados a los estudios humanísticos en el ámbito peruano y latinoamericano.'}"
per,Manglar,2414-1046,['Universidad Nacional de Tumbes'],current,"Agricultural Sciences, Biological Sciences","{'es': 'Publicar artículos inéditos de las Ciencias Agrarias y Biológicas, dirigida a aquellos que hacen investigación en estas grandes áreas del conocimiento.', 'pt': 'Publicar artigos inéditos das Ciencias Agricolas e Biologicas, voltado para aqueles que pesquisam nestas grandes áreas do conhecimento.', 'en': 'Publish unpublished articles on Agricultural and Biological Sciences, aimed at those who do research in these large areas of knowledge.'}"
per,Comuni@cción,2219-7168,['Universidad Nacional del Altiplano de Puno'],current,"Applied Social Sciences, Human Sciences","{'es': 'La misión de Comuni@cción es contribuir con el conocimiento profundizado de la teoría de las áreas de ciencias sociales aplicadas y humanas y sus implicancias en la realidad, a través de la difusión internacional de artículos producidos por los investigadores internos, nacionales y los procedentes de otros países.', 'pt': 'La misión de Comuni@cción es contribuir con el conocimiento profundizado de la teoría de las áreas de ciencias sociales aplicadas y humanas y sus implicancias en la realidad, a través de la difusión internacional de artículos producidos por los investigadores internos, nacionales y los procedentes de otros países.', 'en': 'La misión de Comuni@cción es contribuir con el conocimiento profundizado de la teoría de las áreas de ciencias sociales aplicadas y humanas y sus implicancias en la realidad, a través de la difusión internacional de artículos producidos por los investigadores internos, nacionales y los procedentes de otros países.'}"
psi,PsicoUSF,1413-8271,['Universidade São Francisco'],suspended,Applied Social Sciences,"{'es': 'La revista se destina a publicar trabajos originales que relaten etudios en areas relacionadas a la Psicología encluyendo procesos básicos, experimentales, aplicados nauturalísticos, etnográficos, históricos, artículos teóricos, análisis de políticas e síntesis sistemáticas de investigaciones entre otros, además de revisiones críticas de libros instrumentos de diagnosticos e software.', 'pt': 'A revista se destina a publicar trabalhos originais que relatim estudos em áreas relacionadas à Psicologia, incluindo processos básicos, experimentais, aplicados, naturalísticos, etnográficos, históricos, artigos teóricos, análises de políticas e síntesis sistemáticas de pesquisas, entre outros, assim como revisões críticas de livros, instrumentos diagnósticos e softwares.', 'en': 'Original Papers in English, Spanish and Portuguese reporting studies in areas related to Psychology will be considered for publication, including basic, experimental, applied, ethnographic and historical studies, as well as theoretical articles, policy analyses and systematic syntheses of research. Critical reviews of books, diagnostic instuments and softwares are also welcome.'}"
psi,Psicologia USP,1678-5177,['Instituto de Psicologia da Universidade de São Paulo'],suspended,Human Sciences,"{'es': 'Publicar trabajos originales que pueden contribuir al conocimiento y desarrollo de la Psicología y ciencias afines, tal como artículos teóricos y ensayos enfatizando algunos temas clásicos como Memoria, Familia, Conciencia, Insensibilidad, y Alteridad.', 'pt': 'Publicar trabalhos originais e inéditos que contribuam para o conhecimento e desenvolvimento da Psicologia e ciências afins, como artigos de reflexão e ensaios com ênfase a tópicos clássicos da Psicologia como Memória, Família, Consciência, Inconsciente e Alteridade.', 'en': 'To publish original works which may contribute to the knowledge and development of Psychology and related fields, such as theoretical articles and essays emphasizing some classical issues such as Memory, Family, Conscience, Unconscious, and Alterity.'}"
psi,Metaphora,2072-0696,['Grupo de Estudios Psicoanalíticos de Guatemala'],deceased,Human Sciences,"{'es': 'El GEPG-Grupo de Estudios Psicoanalíticos de Guatemala (actualmente sede de la NEL-Nueva Escuela Lacaniana), a través de la revista Metaphora pone en texto las producciones de sus miembros y asociados, las de psicoanalistas de otras sedes de escuela de la AMP, y de aquellos que, interpelados por lo que el psicoanálisis de orientación lacaniana puede aportarles, quieran dejar marca de su deseo.', 'pt': 'O Grupo de Estudios Psicoanalíticos de Guatemala - GEPG (atualmente sede da NEL - Nueva Escuela Lacaniana ), através da revista Metaphora, publica as produções de seus membros e associados, de psicanalistas de outras sedes da AMP e daqueles que, interpelados pelo que a psicanálise de orientação lacaniana pode aportar, queiram deixar marca de seu desejo.'}"
psi,Imaginário,1413-666X,['Laboratório de Estudos do Imaginário do Instituto de Psicologia da Universidade de São Paulo'],deceased,Human Sciences,"{'es': 'Publicación del Núcleo Interdisciplinario del Imaginario y Memoria (NIME) y del Laboratorio de Estudios del Imaginario (LABI) - Departamento de Psicología del Aprendizaje, del Desarrollo y de la Personalidad (PSA) del Instituto de Psicología de la Universidad de Sao Paulo (IP - USP).', 'pt': 'Publicação do Núcleo Interdisciplinar do Imaginário e Memória (NIME) e do Laboratório de Estudos do Imaginário (LABI) _ Departamento de Psicologia da Aprendizagem, do Desenvolvimento e da Personalidade (PSA) do Instituto de Psicologia da Universidade de São Paulo (IP-USP).'}"
psi,Interações,1413-2907,['Unimarco Editora'],deceased,Human Sciences,"{'es': 'Publicación dirigida a la investigación científica en Psicología, especialmente orientada para acoger estudios de interfaz social. Se reúnen, preferentemente, contribuciones de psicología social de extracción histórico crítica, las de psicoanálisis que busca interrogar sus condicionamientos sociales, así como las del socio constructivismo como perspectiva crítica del desarrollo.', 'pt': 'Publicação dirigida para a investigação científica em Psicologia, especialmente orientada para acolher estudos de interface social. Reúnem-se assim, preferencialmente, contribuições da psicologia social de extração histórico-crítica, da psicanálise que procura interrogar seus condicionamentos sociais, bem como do sócio-construtivismo enquanto perspectiva crítica do desenvolvimento.'}"
psi,Revista Mexicana de Orientación Educativa,1665-7527,['Centro de Investigación y Formación para la Docencia y Orientación Educativa'],current,Applied Social Sciences,"{'es': 'La Revista Mexicana de Orientación Educativa tiene la intención de contribuir a generar un mayor y mejor conocimiento.', 'pt': 'A Revista Mexicana de Orientación Educativa tem a intenção de contribuir para gerar um maior e melhor conhecimento teórico, epistemológico, metodológico e instrumental da Orientação Educativa no México e Ibero América. Quem compartilha este projeto, participa de esforços diversos: associações, federações, instituições de educação media e superior, programas de pós-graduações, grupos de orientadores etc. A revista nasce no México e, por esta razão, de maneira principal trata aspectos da Orientação neste país; mas também inclui contribuições da Orientação em Ibero América, através de um amplo intercâmbio acadêmico na região.', 'en': 'Revista Mexicana de Orientación Educativa is intended to help generate more and better theoretical knowledge, epistemological, methodological and instrumental Counselling in Mexico and Latin America. Who shares this project, participating in various efforts, associations, federations, institutions of higher education and media programs, postgraduate courses, mentoring groups etc.. The magazine was born in Mexico and for this reason, so the main aspects of this guidance in this country, but also includes contributions from orientation in Latin America through an extensive academic exchanges in the region.'}"
psi,Revista de Psicología (Lima),0254-9247,['Pontificia Universidad Católica del Perú. Departamento de humanidades'],current,Applied Social Sciences,"{'es': 'La Revista de Psicología de la Pontificia Universidad Católica del Perú se propone publicar artículos originales relacionados con la psicología y basados en trabajos de investigación empírica, teórica y/o aplicada. Asimismo, recibirá contribuciones en la forma de revisiones de literatura y reseñas bibliográficas; notas sobre temas de interés científico, ético y profesional; información sobre eventos de importancia para la psicología y el desarrollo institucional en el Perú.', 'pt': 'A Revista de Psicologia da Pontifícia Universidade Católica do Peru propõe a publicação de artigos originais relacionados à psicologia e baseados em trabalhos de pesquisa empírica, teórica e/ou aplicada. Além disso, recebe contribuições na forma de revisões de literatura e resenhas bibliográficas; notas sobre temas de interesse científico, ético e profissional; informação sobre eventos de importância para a psicologia e desenvolvimento institucional no Peru.', 'en': 'The Journal of Psychology, Catholic University of Peru plans to publish articles related to psychology and research papers based on empirical, theoretical and / or applied. Additionally, you receive contributions in the form of literature reviews and book reviews, notes on subjects of scientific, ethical and professional; information about events of importance to psychology and institutional development in Peru.'}"
psi,Revista Puertorriqueña de Psicología,1946-2026,['Asociación de Psicología de Puerto Rico'],current,Human Sciences,"{'es': 'La Revista Puertorriqueña de Psicología (RePS) es la revista oficial de la Asociación de Psicología de Puerto Rico. Se considera un foro en el cual los psicólogos y psicólogas pueden: 1) dilucidar controversias profesionales y académicas, 2) comunicar la posición de su clase profesional ante diversas situaciones con el potencial de ayudar a establecer política pública, 3) diseminar información que promueva el desarrollo profesional y académico de la psicología, y 4) recoger de forma permanente la historia y desarrollo de esta profesión en Puerto Rico. La RePS se publica una vez al año. En ella se incluyen artículos de alta calidad evaluados por pares.', 'pt': 'A Revista Puertorriqueña de Psicología (RePS) é a revista oficial da Asociación de Psicología de Puerto Rico. É tida como um foro no qual os psicólogos e psicólogas podem: 1) elucidar controvérsias profissionais e acadêmicas; 2) comunicar a posição de sua categoria profissional perante diversas situações com o potencial de ajudar a estabelecer política pública; 3) disseminar informação que promova o desenvolvimento profissional e acadêmico da psicologia; e 4) reunir de forma permanente a história e desenvolvimento desta profissão em Porto Rico. Sua periodicidade é anual. A revista publica artigos de alta qualidade que foram submetidos à avaliação por pares.', 'en': 'The Puerto Rican Journal of Psychology (RePS for its acronym in Spanish) is the official journal of the Puerto Rican Psychological Association. It is a forum in which psychologists can: 1) discuss professional and academic controversies, 2) communicate professional opinions in order to impact social problems and policy, 3) disseminate information that will foster the development of the profession, and 4) document the historical development of the profession. The journal is published once a year. All articles are anonymously peer reviewed by members of the Editorial Board.'}"
psi,Revista Latinoamericana de Psicología,0120-0534,['Fundación Universitaria Konrad Lorenz'],suspended,Biological Sciences,"{'es': 'La Revista Latinoamericana de Psicología publica trabajos originales, en el abordaje de problemas de carácter básico y aplicado en todas las áreas de la psicología. La revista enfatiza reportes empíricos pero puede incluir artículos especializados de carácter teórico, metodológico y de revisión', 'pt': ' Revista Latinoamericna de Psicologia publica trabalhos originais, en abordage  de problemas de caráter básico e aplicado en todas as áreas da Psicologia. A revista enfatiza relatórios empiricos porém pode incluir artigos especializados de caráter terórico, metodológico e de revisão', 'en': 'The Latin American Journal of Psychology is dedicated to the development of psychology as a science and as a profession in Spanish language. It has been published without interruption since 1969.'}"
psi,Psychê,1415-1138,['Centro de Estudos e Pesquisa em Psicanálise da Universidade São Marcos'],suspended,Applied Social Sciences,"{'es': 'La revista es un espacio abierto al pensamiento psicoanalítico contemporáneo. Tiene el objetivo de publicar trabajos en Psicoanálisis (artículos, conferencias, reseñas, entrevistas y debates) y propiciar al lector un contacto con las producciones teórico clínicas de distintas concepciones. Busca estimular la creatividad e incentivar una reflexión acerca de las diversas inserciones de Psicoanálisis en la Actualidad, contribuyendo para la producción de estudios e investigaciones acerca de la subjetividad humana.', 'pt': 'A Revista é um espaço aberto ao pensamento psicanalítico contemporâneo. Tem por objetivo publicar trabalhos em Psicanálise (artigos, conferências, resenhas, entrevistas e debates) e propiciar ao leitor um contato com produções teórico-clínicas de diferentes concepções. Busca estimular a criatividade e incentivar uma reflexão acerca das diversas inserções da Psicanálise na Atualidade, contribuindo para a procução de estudos e pesquisas sobre a subjetividade humana.', 'en': 'The journal is a forum open to contemporary psychoanalytic thought. The Journal publishes papers in psychoanalysis (articles, conferences, reviews, interviews and debates) and provide the reader connect with a production of different clinical and theoretical concepts. Stimulates creativity and encourage reflection on the various insertions of psychoanalysis today, helping to procução studies and research on human subjectivity.'}"
psi,Interamerican Journal of Psychology,0034-9690,['Sociedad Interamericana de Psicología'],suspended,Human Sciences,"{'es': 'La Sociedad Interamericana de Psicología (SIP) publica la Revista Interamericana de Psicología desde 1967. Nuestra política es reflejar los desarrollos que están ocurriendo en la psicología del continente, tanto desde la perspectiva teórica como la aplicada o profesional. Al hacerlo buscamos promover la comunicación y la colaboración entre los psicólogos y psicólogas de los diferentes países de América. Publicamos la Revista tres veces al año y aceptamos manuscritos en todas las áreas de la Psicología en inglés, español, francés o portugués.', 'pt': 'A Revista Interamericana de Psicologia é publicada pela Sociedade Interamericana de Psicologia desde 1967. Nossa política é refletir os desenvolvimentos que estão ocorrendo na psicologia do continente, tanto na perspectiva teórica como na aplicada ou profissional. Ao realizá-la procura-se promover a comunicação e a colaboração entre os psicólogos e psicólogas, dos diferentes países de América. A Revista é publicada três vezes ao ano e aceita originais, em todas as áreas da Psicologia, em inglês, espanhol, francês e português.', 'en': 'The Interamerican Society of Psychology publishes the Interamerican Journal of Psychology since 1967. Our editorial policy is to reflect the developments occurring in psychology in the continent, both from the theoretical and the applied-professional perspectives; in doing this we aim to promote communication and collaboration among psychologists of different countries of the Americas. The Journal is published three times a year, and accepts manuscripts in all areas of Psychology, in English, Spanish, French or Portuguese.'}"
psi,Cuadernos de neuropsicología,0718-4123,['Neuropsicologia.cl'],current,Applied Social Sciences,"{'es': 'Cuadernos de Neuropsicología, busca el diálogo de la psicología con las ciencias biológicas. Es una publicación bianual editada por el sitio Neuropsicologia.cl, destinada a la difusión de revisiones, reflexiones e investigaciones sobre temas relacionados con apoyo a la formación universitaria e investigación en áreas como la neuropsicología, neurología, psiquiatría, psicología entre otras.', 'pt': 'A revista Cuadernos de Neuropsicología procura o diálogo da psicologia com as ciências biológicas. É uma publicação bianual editada pelo site Neuropsicologia.cl, destinada à difusão de revisões, reflexões e pesquisas sobre temas relacionados com apoio à formação universitária e pesquisa em áreas como a neuropsicologia, neurologia,', 'en': 'The journal Cuadernos de Neuropsychology seeks dialogue between psychology and the biological sciences. It is a biannual publication edited by Neuropsicologia.cl site, for the diffusion of review, reflection and research on issues related to support for university education and research in areas such as neuropsychology, neurology,'}"
